DATE_TIME,PLANT_ID,SOURCE_KEY,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION
2020-05-15 00:00:00,4136001,iq8k7ZNt4Mwm3w0,27.004763700000005,25.0607889,0
2020-05-15 00:15:00,4136001,iq8k7ZNt4Mwm3w0,26.880811433333328,24.421868833333331,0
2020-05-15 00:30:00,4136001,iq8k7ZNt4Mwm3w0,26.682055344827592,24.427290310344823,0
2020-05-15 00:45:00,4136001,iq8k7ZNt4Mwm3w0,26.500588900000004,24.420677599999998,0
2020-05-15 01:00:00,4136001,iq8k7ZNt4Mwm3w0,26.596148,25.088210413793107,0
2020-05-15 01:15:00,4136001,iq8k7ZNt4Mwm3w0,26.512740033333333,25.31796966666667,0
2020-05-15 01:30:00,4136001,iq8k7ZNt4Mwm3w0,26.494338966666664,25.217192533333336,0
2020-05-15 01:45:00,4136001,iq8k7ZNt4Mwm3w0,26.420410206896552,25.065062310344832,0
2020-05-15 02:00:00,4136001,iq8k7ZNt4Mwm3w0,26.401946133333333,24.691469366666659,0
2020-05-15 02:15:00,4136001,iq8k7ZNt4Mwm3w0,26.226078206896553,24.55948079310345,0
2020-05-15 02:30:00,4136001,iq8k7ZNt4Mwm3w0,26.260399200000002,24.482406633333337,0
2020-05-15 02:45:00,4136001,iq8k7ZNt4Mwm3w0,26.297826099999998,24.4886982,0
2020-05-15 03:00:00,4136001,iq8k7ZNt4Mwm3w0,26.328249103448275,24.50628962068966,0
2020-05-15 03:15:00,4136001,iq8k7ZNt4Mwm3w0,26.158709733333332,24.595197433333333,0
2020-05-15 03:30:00,4136001,iq8k7ZNt4Mwm3w0,26.078499333333333,24.801314366666666,0
2020-05-15 03:45:00,4136001,iq8k7ZNt4Mwm3w0,26.001303965517241,24.60781744827586,0
2020-05-15 04:00:00,4136001,iq8k7ZNt4Mwm3w0,25.6972106,24.626179,0
2020-05-15 04:15:00,4136001,iq8k7ZNt4Mwm3w0,25.6277024137931,24.773145068965515,0
2020-05-15 04:30:00,4136001,iq8k7ZNt4Mwm3w0,25.482045785714284,24.796690750000003,0
2020-05-15 04:45:00,4136001,iq8k7ZNt4Mwm3w0,25.230931689655172,24.436904275862069,0
2020-05-15 05:00:00,4136001,iq8k7ZNt4Mwm3w0,25.1175986,24.104579633333337,0
2020-05-15 05:15:00,4136001,iq8k7ZNt4Mwm3w0,25.091862099999997,23.897232,0
2020-05-15 05:30:00,4136001,iq8k7ZNt4Mwm3w0,24.916967827586213,23.83947131034483,0
2020-05-15 05:45:00,4136001,iq8k7ZNt4Mwm3w0,24.741273799999995,23.786661799999997,0.002838054505
2020-05-15 06:00:00,4136001,iq8k7ZNt4Mwm3w0,24.74278656666667,24.077229833333334,0.012961978146666667
2020-05-15 06:15:00,4136001,iq8k7ZNt4Mwm3w0,24.763910896551721,24.356189448275863,0.021037668724137933
2020-05-15 06:30:00,4136001,iq8k7ZNt4Mwm3w0,24.7863229,24.548886100000004,0.042435399
2020-05-15 06:45:00,4136001,iq8k7ZNt4Mwm3w0,25.04824510344827,25.746661999999997,0.1034958783448276
2020-05-15 07:00:00,4136001,iq8k7ZNt4Mwm3w0,25.6732025,28.674707033333334,0.19945048366666665
2020-05-15 07:15:00,4136001,iq8k7ZNt4Mwm3w0,26.076817999999996,30.725504931034489,0.317665025862069
2020-05-15 07:30:00,4136001,iq8k7ZNt4Mwm3w0,26.424239066666665,32.206803566666665,0.38291336333333337
2020-05-15 07:45:00,4136001,iq8k7ZNt4Mwm3w0,27.12028751724138,34.59156220689654,0.44828666310344828
2020-05-15 08:00:00,4136001,iq8k7ZNt4Mwm3w0,27.678970266666667,35.705856366666666,0.45502757533333327
2020-05-15 08:15:00,4136001,iq8k7ZNt4Mwm3w0,27.953492333333333,36.78689773333334,0.50931526300000007
2020-05-15 08:30:00,4136001,iq8k7ZNt4Mwm3w0,28.526214655172414,38.617749482758612,0.5709116793103447
2020-05-15 08:45:00,4136001,iq8k7ZNt4Mwm3w0,29.319021466666658,40.738035900000014,0.6253999813333333
2020-05-15 09:00:00,4136001,iq8k7ZNt4Mwm3w0,29.572043620689652,41.47150403448277,0.65420559517241361
2020-05-15 09:15:00,4136001,iq8k7ZNt4Mwm3w0,30.091407233333335,43.4653736,0.70243734133333346
2020-05-15 09:30:00,4136001,iq8k7ZNt4Mwm3w0,30.638658379310346,44.1451964137931,0.75668264275862063
2020-05-15 09:45:00,4136001,iq8k7ZNt4Mwm3w0,31.375120033333332,45.719523999999993,0.799745994
2020-05-15 10:00:00,4136001,iq8k7ZNt4Mwm3w0,31.892093833333334,46.131173900000007,0.828095938
2020-05-15 10:15:00,4136001,iq8k7ZNt4Mwm3w0,32.437479862068969,47.143508275862068,0.87483385068965513
2020-05-15 10:30:00,4136001,iq8k7ZNt4Mwm3w0,33.074135266666659,48.6802898,0.90805607333333327
2020-05-15 10:45:00,4136001,iq8k7ZNt4Mwm3w0,33.192470103448279,50.249560172413794,0.943352708275862
2020-05-15 11:00:00,4136001,iq8k7ZNt4Mwm3w0,33.462056666666683,51.610991333333338,0.95790010533333336
2020-05-15 11:15:00,4136001,iq8k7ZNt4Mwm3w0,34.2517951724138,54.894301896551724,0.97044775413793083
2020-05-15 11:30:00,4136001,iq8k7ZNt4Mwm3w0,34.651454666666666,56.083952933333343,0.98793200900000011
2020-05-15 11:45:00,4136001,iq8k7ZNt4Mwm3w0,35.151525965517237,55.593795275862064,0.95334451758620686
2020-05-15 12:00:00,4136001,iq8k7ZNt4Mwm3w0,35.166105033333331,57.488240499999996,0.9469201943333333
2020-05-15 12:15:00,4136001,iq8k7ZNt4Mwm3w0,36.377570965517236,57.588581620689659,0.97718762344827592
2020-05-15 12:30:00,4136001,iq8k7ZNt4Mwm3w0,35.966357566666659,58.8881528,0.95623753666666667
2020-05-15 12:45:00,4136001,iq8k7ZNt4Mwm3w0,35.992946499999995,57.729486033333338,0.97909041666666685
2020-05-15 13:00:00,4136001,iq8k7ZNt4Mwm3w0,36.458581448275851,60.389376793103452,0.92643821206896559
2020-05-15 13:15:00,4136001,iq8k7ZNt4Mwm3w0,36.939564066666669,56.859504033333337,0.90424681400000007
2020-05-15 13:30:00,4136001,iq8k7ZNt4Mwm3w0,36.890793448275872,57.148673275862073,0.8954739062068966
2020-05-15 13:45:00,4136001,iq8k7ZNt4Mwm3w0,36.614378066666674,52.980611200000006,0.86602706233333349
2020-05-15 14:00:00,4136001,iq8k7ZNt4Mwm3w0,36.84276606896551,54.810004896551725,0.83794438689655182
2020-05-15 14:15:00,4136001,iq8k7ZNt4Mwm3w0,37.3528292,53.538946599999989,0.82612857999999989
2020-05-15 14:30:00,4136001,iq8k7ZNt4Mwm3w0,37.268465866666666,51.358931500000004,0.68106602166666652
2020-05-15 14:45:00,4136001,iq8k7ZNt4Mwm3w0,37.216598344827574,49.365876206896552,0.68664654
2020-05-15 15:00:00,4136001,iq8k7ZNt4Mwm3w0,37.115580266666662,50.190043166666662,0.65380712699999988
2020-05-15 15:15:00,4136001,iq8k7ZNt4Mwm3w0,37.086618275862065,48.284412275862074,0.6051379079310345
2020-05-15 15:30:00,4136001,iq8k7ZNt4Mwm3w0,36.626162833333325,45.371701266666655,0.44863658866666667
2020-05-15 15:45:00,4136001,iq8k7ZNt4Mwm3w0,36.755735033333345,44.975190033333334,0.5056144153333334
2020-05-15 16:00:00,4136001,iq8k7ZNt4Mwm3w0,36.754657551724144,45.037737517241375,0.45046358896551725
