deal,description,episode,category,entrepreneurs,location,website,askedFor,exchangeForStake,valuation,season,shark1,shark2,shark3,shark4,shark5,title,episode-season,Multiple Entreprenuers
False,"Redirects the hot air from any home clothes dryer back into the house, rather than outside, where it helps keep the warmth during cold months.",7,Home Accessories,Lyle Schuette,"Derby, KS",https://www.heat-helper.com/,100000,50,200000,3,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,The Heat Helper,3-7,False
True,"The Smart Baker is known for their insightfully helpful kitchen tools. The company is known for their collapsible cupcake stands, which display up to 100 cupcakes and stores flat when not in use. These cupcake stands are also adjustable, so you can adapt your configuration based on how many treats you plan to serve. The Smart Baker has also brought us pre-cut parchment paper, which you can purchase in round or rectangular shapes according to the molds you'll be using them in. These super helpful pre-cut sheets are outfitted with tabs that poke out the sides, which you can use to lift your cake out of the mold when done. You might also know The Smart Baker for their cheat sheet aprons, which are adorned with useful measuring and conversion tables. These aprons can save you from stains, spills, and measuring mistakes.",7,Kitchen Tools,Stephanie and Daniel Rensing,"Rockledge, FL",http://www.thesmartbaker.com/,75000,25,300000,3,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,The Smart Baker,3-7,True
False,"ScotteVest stands for travel-ready apparel and accessories for men and women. The ScotteVest signature product feature is pockets, lots of pockets for storing and stashing essentials when you're on the go. ScotteVest takes pockets so seriously, in fact, that the number of pockets in each article is listed up front alongside the pricing in their online store. Although the company initially focused on vests, of course, its offerings have gradually expanded to include products such as hoodies, shirts, polos, hats, and even boxers. Overwhelmed by the options? The online store even has a ""Help Me Decide"" feature to make product comparisons easier.",7,Men and Women's Apparel,Scott Jordan,"Ketchum, ID",http://www.scottevest.com/,500000,15,3333333,3,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,ScotteVest,3-7,False
True,"Kisstixx is a fun lip balm that comes in pairs according to compatible flavors. Each Kisstixx lipstick (try saying that three times fast) packs a punch of flavor, and they're paired to mix well when they come together in a kiss. Best of all, this lip balm keeps your lips protected and moisturized. Wear it every day to stay at your most kissable!",7,Personal Care and Cosmetics,Dallas Robinson and Mike Buonomo,"Orem, UT",http://kisstixx.com/,200000,20,1000000,3,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Kisstixx,3-7,True
True,"Nardo's Natural is a line of premium-quality organic skin care products proudly made in the USA. Their products range from facial care, to body care, to make-up, and even a line just for men. Always made with premium materials, you'll find things like coconut oil, shea butter, bentonite clay, acai berry and pomegranate among the ingredients. Just as important is what you won't find: all Nardo's Natural products are free of parabens, dyes, gluten or harsh chemicals. Nardo's Natural offers facial cleansers, anti-aging creams, make-up, body washes, exfoliants, moisturizers, and even after shave. The company also offers private label and contract manufacturing services for businesses and up-and-coming cosmetics businesses.",8,Personal Care and Cosmetics,"Kyle, KJ, Danny and DJ Nardo","Clearwater, FL",http://www.nardosnatural.com/,75000,12,625000,3,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Nardo's Natural,3-8,True
True,"Fashion-forward and edgy jewelry such as headpieces, body jewelry, and shoe jewelry.",8,Women's Accessories,Rachel Mann and Mackenzie Burdick,"San Francisco, CA",http://littersf.com/,80000,51,156863,3,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Litter,3-8,True
False,A mobile training device that simulates a basketball defender.,8,Fitness Equipment,Tony Devine,"Bristol, PA",http://www.theoriginalprofender.com/,75000,15,500000,3,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,The Original Profender,3-8,False
False,A way to connect trustworthy senior citizens with customers seeking childcare and other household services.,8,Consumer Services,Todd Colby Pliss,"Los Angeles, CA",http://rentagrandma.com/,150000,20,750000,3,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Rent-A-Grandma,3-8,False
False,"A clear adhesive that lifts and repositions the skin to miminize sagging and cellulite, making thighs look firm and tight.",9,Personal Care and Cosmetics,Nick and Penilopee Larosa,"Tampa, FL",http://www.instantthighlift.com/,100000,25,400000,3,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Instant Thigh Lift,3-9,True
True,"Educational software that teaches people how to play the guitar, ukulele, banjo and other instruments.",9,Music,Aviv Grill,"Santa Monica, CA",,300000,5,6000000,3,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,MisoMedia,3-9,False
True,Stand-up paddle boarding products.,9,Outdoor Recreation,Stephan Aarstol,"San Diego, CA",http://www.towerpaddleboards.com/,150000,10,1500000,3,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Tower Paddle Boards,3-9,False
False,A strainer designed to aerate wine as it is poured into the glass.,9,Wine Accessories,Gary DeJohn,"Greeley, CO",http://www.thevinamor.com/,75000,30,250000,3,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Vinamor,3-9,False
False,A service that creates customized articles of clothing.,10,Men and Women's Shoes,Nick Romero,"Venice Beach, CA",http://www.theavevenice.com/,125000,15,833333,3,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,The Ave Venice,3-10,False
False,Beer-infused ice cream.,10,Specialty Food,"Steve Albert, Larry Blackwell and Jason Conroy","Manchester, CT",http://www.thebrewerscow.com/,125000,15,833333,3,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Brewer's Cow Ice Cream,3-10,True
True,A line of fully-protective and fashionable safety gear for people who ride scooters and motorcycles.,10,Men and Women's Apparel,Arlene Battishill and Desiree Estrada,"Los Angeles, CA",http://www.gogogearla.com/,300000,15,2000000,3,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,GoGoGear,3-10,True
False,"Prepackaged meal for pets, featuring separate compartments containing full servings of premium food portioned accordingly for different sizes and species of pets.",10,Pet Products,Blake St. Clair,"Oxnard, CA",http://www.barkems.com/,100000,51,196078,3,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Barkem's To Go,3-10,False
False,An electric generator that claims to harnesses the spin of the earth and produces gold as a waste product.,11,Novelties,Mark Sullivan,"San Antonio, TX",http://marksullivanresearch.com,1000000,10,10000000,3,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,The Sullivan Generator,3-11,False
False,"Motivating workout apparel, featuring secret logos that are made visible by the wearer's perspiration.",11,Fitness Apparel and Accessories,Ben Wood,"Rochester, NY",http://www.viewsport.us,500000,20,2500000,3,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,ViewSport,3-11,False
False,Premium wine sold by the glass in individually-sealed plastic cups.,11,Alcoholic Beverages,James Martin,"The Dalles, OR",http://www.copadivino.com/,300000,5,6000000,3,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Copa di Vino,3-11,False
False,"A company that handcrafts 25 varieties cookies and brownies, which are sold to corporate customers and in the company's own retail stores.",11,Specialty Food,"Brenda ""Blondie"" Coffman","Greentown, IN",http://www.blondiescookies.com/,200000,3,6666667,3,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Blondies Cookies,3-11,False
False,"A line of fashionable handbags featuring ""magna-fab"", a removable magnet that attaches to the front of the bag, allowing for the design to be changed up.",12,Women's Accessories,Paul d'Auriac and Debbie Brooks,"New York, NY",http://www.debbiebrooks.com/,540000,20,2700000,3,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Debbie Brooks Handbags,3-12,True
True,"NailPak by Duality Cosmetics is the most portable manicure solution and a touching story. A mother's bonding ritual with her daughters turned commercial success, NailPak came from their evenings together spent doing each others' nails. They came up with NailPak, a self-contained package that combines nail polish and polish remover along with pads and a file.",12,Personal Care and Cosmetics,Barbara Lampugnale,"West Hartford, CT",http://dualitycosmetics.com/,50000,20,250000,3,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Nail Pak,3-12,False
True,"Lollacup is one well-engineered sippy cup. It comes with a valve-free, weighted straw that small children can easily learn to drink from, even when Lollacup is tilted. The cup also has handles for easy gripping, but they are removable in case Lollacup needs to be put into a cupholder. Made in the USA, Lollacup is also dishwasher safe and made with materials that are FDA-approved to be used by young children.",12,Baby and Child Care,Hanna Lim,"Monrovia, CA",http://www.lollaland.com/,100000,15,666667,3,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Lollacup,3-12,False
False,Tank tops with interchangeable straps.,12,Women's Apparel,Nicole Bilsky and Lindsay Johnson,"Pittsburgh, PA",http://www.trimitank.com/,57000,30,190000,3,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Trimi Tanks,3-12,True
True,Boots that transform into a shoe and back again. The removable (and interchangeable) boot uppers are attached to the shoe portion by a zipper.,13,Women's Shoes,Andrew Goodrum and Queenie Davis,"Atlanta, GA",,100000,30,333333,3,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Boot Illusions,3-13,True
False,A roller-coaster ride powered by the people riding it.,13,Outdoor Recreation,Scotty Olson,"New York, NY",http://skyridetechnology.com/,3000000,20,15000000,3,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Skyride,3-13,False
True,An online store for customizable bicycles.,13,Cycling,Fleetwood Hicks,"Dallas, TX",http://www.villycustoms.com/,500000,33,1515152,3,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Villy Customs,3-13,False
False,"AirBedz are air mattresses purpose-built for use on the beds of pick-up trucks. An AirBedz air mattress will always fit perfectly on a truck bed thanks to specially-designed cutouts on each side, which fit snugly over the wheel wells. Available sizes to fit compact, mid and full-sized trucks, every AirBedz mattress also includes a built-in, battery-powered, rechargeable pump for easy inflation. The unique design of AirBedz maximizes the usable area on the truck bed, while the 12-inch thickness and integrated air coil system assures comfort.",13,Furniture,Jim Pittman,"La Mirada, CA",http://www.truckairbedz.com/,250000,15,1666667,3,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,AirBedz,3-13,False
True,"A fun, all-inclusive dance workout for people of all ages, shapes and sizes.",14,Fitness Programs,"Billy Blanks, Jr.","Los Angeles, CA",http://www.meettheblanks.com/,100000,20,500000,3,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Billy Blanks Jr.'s Dance With Me,3-14,False
True,Interchangeable swimsuit separates designed to be mixed up.,14,Women's Apparel,Frank Scozzafava and Adam DiSilvestro,"New York, NY",,50000,5,1000000,3,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Mix Bikini,3-14,True
False,A rock band.,14,Entertainment,Tom Callahan,"El Segundo, CA",http://mockrecords.com/cab-20,200000,20,1000000,3,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,CAB-20 Rock Band,3-14,False
True,"Now doing business under the Wild Friends brand, these enterprising college students went into the tank with their wholesome and creatively flavored line of nut butters. Their all-natural nut butters come in delightful flavor combinations such as honey pretzel, cinnamon raisin, sesame cranberry, chocolate coconut, and vanilla espresso. Can't decide on a nut butter? Wild Friends offers variety packs. Want your nut butters on the go? They come in travel-friendly single serve sizes too. These days, Wild Friends sells their peanut butter, almond butter, and sunbutter products online and in major food retailers across the US.",14,Specialty Food,Erika Welsh and Keeley Tillotson,"Portland, OR",https://www.wildfriendsfoods.com/,50000,10,500000,3,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Wild Squirrel Nut Butter,3-14,True
False,An energy drink marketed to women over the age of 35.,15,Non-Alcoholic Beverages,Ryan Custer,"Roanoke, TX",http://drinkcougar.com/,150000,30,500000,3,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Cougar Energy,3-15,False
True,"Socially-conscious, recyclable sneakers.",15,Men and Women's Shoes,Gary Gagnon,"Charlotte, NC",http://www.rekixx.com/,50000,10,500000,3,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Remyxx,3-15,False
False,A home gym for a total body workout.,15,Fitness Equipment,Frank Campitelli and Debrae Barensfeld,"Akron, OH",http://www.thenitroforce.com/,250000,10,2500000,3,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Nitroforce Industries,3-15,True
True,UniKey provides a smart lock system called Kevo that works with smartphones and the specially-made Kevo fob.,15,Electronics,Phil Dumas,"Orlando, FL",http://www.unikey.com/,500000,33,1515152,3,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,UniKey Technologies,3-15,False
False,A massage therapy system in which the therapist walks on the patient's back.,1,Fitness Programs,Todd Miller,"Phoenix, AZ",http://www.bodywalking.com,100000,10,1000000,4,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Body Walking,4-1,False
False,A ticketless coat checking system for events.,1,Consumer Services,Derek Pacque,"New York, NY",http://www.coatchex.com,200000,10,2000000,4,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,CoatChex,4-1,False
True,Non-toxic bedbug glue traps.,1,Pest Control,Maria Curcio and Veronica Periongo,"Boston, MA",http://www.buggybeds.com,125000,7,1785714,4,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Buggy Beds,4-1,True
True,A belt featuring a buckle that opens to make a beverage holder.,1,Novelties,Jay Kriner,"Denver, CO",http://www.thebeerbuckle.com,50000,10,500000,4,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Bev Buckle,4-1,False
False,"eCreamery makes small-batch ice cream, gelato, and sorbet in classic and experimental flavors alike. Aside from their brick-and-mortar location in Omaha, they also have a strong online presence, and will ship a pint of any flavor directly to your door. With eCreamery, the customer wields the scoop, so to speak. You can customize any order or even create your own flavor outright. eCreamery will hand-pack your frozen treat in pints or even batches of single-serve cups, with personalized labels of your choosing.",2,Specialty Food,Abby Jordan and Becky App,"Omaha, NE",http://ecreamery.com/,250000,33,757576,4,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,eCreamery,4-2,True
False,Alpha M is a program consisting of six DVDs that help men analyze and build the perfect basic wardrobe.,2,Consumer Services,Aaron Marino,"Atlanta, GA",http://www.aaronmarino.com/,50000,10,500000,4,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Alpha M,4-2,False
True,Surf-inspired exercise equipment and group fitness classes.,2,Fitness Programs,Mike Hartwick and Sarah Ponn,"Manchester, NH",http://www.surfsetfitness.com/,150000,10,1500000,4,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,SurfSet Fitness,4-2,True
True,"A messaging app that hides a list of contacts that the user wants to keep secret, then intercepts calls and messages to and from those contacts.",2,Mobile Apps,Neal Desai,"San Francisco, CA",,50000,5,1000000,4,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,CateApp,4-2,False
True,A patent-pending strap that keeps the wearer's posture perfect.,3,Health and Well-Being,Mike Lane and Mark Franklin,"Portland, OR",http://www.posturenow.com/,100000,15,666667,4,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Posture Now,4-3,True
False,"A new kind of reusable diaper, made in a pocket style that holds a microfiber pad inside.",3,Baby and Child Care,Tereson Dupuy,"Lafayette, LA",http://fuzzibunz.com/,500000,15,3333333,4,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,FuzziBunz,4-3,False
True,A way to wear healing stones around your wrist and make a fashion statement.,3,Men and Women's Accessories,Lee Dahlberg,"Hollywood, FL",http://www.leatherrockbands.com/,100000,20,500000,4,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Rock Bands,4-3,False
False,A brand of cookies that eschews traditional ingredients in favor of making them gluten-free and vegan.,3,Specialty Food,Liz and Dan Holtz,"Waitsfield, VT",http://lizlovely.com/,200000,10,2000000,4,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Liz Lovely Cookies,4-3,True
False,"A hamper with a bungee spring-loaded liner that drops when heavy clothes go in, but then springs back up when you take them out.",4,Productivity Tools,Marvin Philip,"Salt Lake City, UT",http://lifterhamper.com,85000,12,708333,4,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Lift Hamper,4-4,False
True,Back 9 Dips are buffalo chicken dips created with all white meat chicken breasts along with wing and dipping sauces.,4,Specialty Food,David & Nique Mealy,"Tampa, FL",http://www.back9dips.com,150000,15,1000000,4,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Back 9 Dips,4-4,False
True,An exoskeleton device that gives structure to any plastic zipper bag to create a handy and sturdy bowl.,4,Kitchen Tools,Brian and Kevin Fleming,"Kansas City, MO",http://www.buybagbowl.com,40000,33,121212,4,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Bag Bowl,4-4,True
False,A product that attaches to your keychain and warns if you've walked away from your phone.,4,Mobile Apps,Henry Penix,"Tulsa, OK",http://www.zomm.com,2000000,10,20000000,4,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Zomm,4-4,False
True,"Pillowcase dresses that grow alongside kids, as they are tied with ribbons that allow their height to be adjusted.",5,Baby and Children's Apparel and Accessories,Aly Lessor,"Los Angeles, CA",http://www.cozybugusa.com,50000,25,200000,4,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Cozy Bugs,4-5,False
False,"Expensive beauty products get a little more affordable thanks to the Spatty, which helps ordinary people salvage 15% to 25% of their cosmetics. Without these handy little spatulas, you're likely throwing out as much as a quarter of the contents of your expensive makeup, eye cream, face lotion, and other beauty products. The Spatty comes in 6-inch and 12-inch sizes so it can reach into tight containers to rescue the contents that you've been unable to reach in and scoop out. Whether you're pinching pennies or just a conscious consumer, the Spatty quickly pays for itself!",5,Personal Care and Cosmetics,Cheryl Rigdon,"Easley, SC",http://www.thespatty.com,50000,40,125000,4,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,The Spatty,4-5,False
True,"If you don't like to swallow pills, you may feel like there aren't any wellness supplements out there for you. Marz Sprays came up with a solution. Their supplements are designed and packaged as oral sprays. Just a spritz in your mouth and you're good to go. Marz Sprays has five different sprays on offer: ReBoot, Restorative, C-Spray, Slim, and Juicy. C-Spray is their top-seller, a blend of Vitamin C, Vitamin B-12, Vitamin D, Echinacea and other ingredients chosen to boost the immune system. There are Marz Sprays to cover just about anything you might want out of a supplement. Sleep Spray helps you relax and have a restful slumber. ReBoot wakes you up with caffeine. Slim is formulated to help with weight loss. Meanwhile, Juicy is a more general multi-vitamin supplement that's designed to take in small, multiple doses throughout the day.",5,Homeopathic Remedies,Brandon and Keith Marz,"Los Angeles, CA",http://marzsprays.com,200000,10,2000000,4,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Marz Sprays,4-5,True
False,"An energy drink made in the form of a waffle, featuring as much caffeine as a 20-oz cup of coffee.",5,Specialty Food,Roger Sullivan,"Seattle, WA",http://www.wiredwaffles.com,75000,25,300000,4,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Wired Waffles,4-5,False
False,"Mother Nature does it again! Eco Nuts is all-natural laundry detergent that grows on trees. Related to the lychee, soapnuts (also called soapberries) naturally produce a mild surfactant that can be used for laundering clothes. Used for thousands of years by people in Asia, where these shrubs and small trees are common, you can now purchase your own soapnuts for your own laundry! From Eco Nuts, you can purchase these soapberries ready to use, de-seeded and sterilized with no added chemicals. To use them, just toss a few Eco Nuts into the wash with your clothes, and let them do their work. Eco Nuts are certified USDA organic and reusable.",6,Storage and Cleaning Products,Mona Weiss and Scott Shields,"Los Angeles, CA",http://econutssoap.com,175000,15,1166667,4,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Eco Nuts,4-6,True
True,Protein-infused flavored water.,6,Non-Alcoholic Beverages,Tania Patruno and Brandon Jacobs,"Woodbridge, NJ",http://www.pronrgusa.com,250000,15,1666667,4,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,PRO-NRG,4-6,True
True,"A lobster roll food truck run by two cousins originally from Maine, operating in Southern California.",6,Specialty Food,Jim Tselikis and Sabin Lomac,"Los Angeles, CA",http://www.cousinsmainelobster.com,55000,5,1100000,4,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Cousins Maine Lobster,4-6,True
False,"Stretchy, creative beverage cozies.",6,Novelties,Zach Crain,"Wilmington, NC",http://www.freakerusa.com,200000,10,2000000,4,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Freaker USA,4-6,False
False,A modern take on the slip.,7,Undergarments and Basics,Shelton Wilder,"Los Angeles, CA",http://www.theshemie.com,60000,20,300000,4,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,The Shemie,4-7,False
True,"Possibly the most successful product in Shark Tank history, Scrub Daddy is a smiley sponge that packs real cleaning power. Dip in warm water to make Scrub Daddy soft and squishy, or run cold water over it to make it firm for those tasks that require a more muscle. Safe on non-stick cookware, china, wood, stainless steel, and counter tops, Scrub Daddy is your go-to sponge for cleaning. Its round shape makes it ergonomically friendly for those times you have to clean the inside of a bottle or container, while the Scrub Daddy smile is also a wonderful tool for easily cleaning spoons and spatulas.",7,Kitchen Tools,,"Folcroft, PA",http://scrubdaddy.com,100000,10,1000000,4,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Scrub Daddy,4-7,False
False,An ice cream treat that is safe for dogs.,7,Pet Products,Matt and Meg Meyer,"Denver, CO",http://cooltreatsfordogs.com,125000,20,625000,4,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,The Bear & The Rat,4-7,True
True,"Focus Designs is the maker of the self-balancing unicycle, or the SBU for short. The SBU is a battery-powered unicycle with built-in sensors that keep the rider balanced and moving forward with no need for pedaling. The rider controls the SBU with just their natural leaning motions, and according to the company, it takes only about 20-30 minutes to learn. The SBU is strong yet lightweight, supporting over 300 lbs. on its mere 27-pound frame and accelerating to 10mph in just 3 seconds. The SBU reaches a max speed of 12.5 mph and can take hills of up to a 30% grade.",7,Cycling,Daniel Wood and David Martschinske,"Camas, WA",http://focusdesigns.com/,300000,10,3000000,4,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,The SBU Unicycle,4-7,True
True,A plastic lid that can turn any plate into an airtight container for food storage.,8,Kitchen Tools,Michael Tseng,"San Francisco, CA",https://www.platetopper.com/,90000,5,1800000,4,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,PlateTopper,4-8,False
False,"The No Fly Cone is designed to be placed over dog, horse and cattle feces to trap flies. It is non-toxic and doesn't require any added attractant.",8,Pest Control,Bruce Gaither,"Los Angeles, CA",http://noflycone.com,25000,15,166667,4,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,No Fly Cone,4-8,False
True,"Cool Wazoo is a cover that redirects heat back to its source while serving five different functions. It can be a swing cover, high chair cover, shopping cart cover, car shade and a changing pad.",8,Baby and Child Care,Ginelle Mills,"Walnut Creek, CA",http://www.thecoolwazoo.com,65000,25,260000,4,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Cool Wazoo,4-8,False
False,"General computer proficiency classes taught remotely online, instead of in a classroom or home setting.",9,Online Services,David A. Cox,"Provincetown, MA",http://pcclassesonline.com,150000,15,1000000,4,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,PC Classes Online,4-9,False
False,A search engine for real estate.,9,Online Services,Bill Lyons,"San Francisco, CA",http://www.revestor.com,250000,10,2500000,4,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,ReVestor,4-9,False
True,"Ice Chips are sugar-free hard candy sweetened with Xylitol and smashed to bits into its distinctive ""ice chips"" shape. The business is run by two enterprising friends, Bev Vines-Haines and Charlotte Clary, who over their years of friendship have worked on a tons of ideas and projects until finally coming across Ice Chips. These two grandmothers have 37 grandchildren between them and wanted to make a candy that was healthy yet tasted good enough that their brood would like it too.",9,Specialty Food,Beverly Vines-Haines and Charlotte Clary,"Yelm, WA",https://www.icechipscandy.com,250000,15,1666667,4,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Ice Chips Candy,4-9,True
True,Costumes that instantaneously transform the wearer from a human into a motorized vehicle.,9,Costumes,Drew Beaumier,"Burbank, CA",http://www.drivesuits.com,150000,20,750000,4,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Drive Suits,4-9,False
False,A subscription service for neckwear.,10,Men's Accessories,David Powers and Scott Tindel,"New York, NY",https://freshneck.com/,100000,25,400000,4,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Tie Try,4-10,True
True,Caffeine-free nutrition shot designed and tested by special ops forces.,10,Specialty Food,Rob Dyer,"San Diego, CA",http://www.ruckpack.com,75000,10,750000,4,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Ruckpack,4-10,False
False,An online boutique where brides can buy and resell used wedding dresses.,10,Weddings,Jackie Courtney,"Brooklyn, NY",http://www.nearlynewlywed.com,35000,10,350000,4,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Nearly Newlywed,4-10,False
False,An atmospheric dinner and drinks cruise.,10,Entertainment,Shane Cianciolo and Nathan Buffett,"Long Beach, CA",,105000,20,525000,4,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Corks Away,4-10,True
False,A nightlife fashion accessory that replaces a handbag by allowing the wearer to carry her essentials around her leg instead.,11,Women's Accessories,Connor Pastoor and Jillian Jaccard,"Los Angeles, CA",,100000,20,500000,4,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Partie Poche,4-11,True
True,"A company that rents live, potted Christmas trees as an eco-friendly and good-spirited alternative to cut trees.",11,Holiday Cheer,Scott Martin,"Redondo Beach, CA",http://www.livingchristmas.com,150000,30,500000,4,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,The Living Christmas Tree Company,4-11,False
False,Lactose-free fudge treats made from goat's milk.,11,Specialty Food,Donna McCue,"East Hampton, NY",http://www.fat-assfudge.com,250000,5,5000000,4,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Fat Ass Fudge,4-11,False
True,A kid-friendly cappuccino bar that both parents and children can enjoy.,11,Baby and Children's Entertainment,Lucinda Lent and Juliet Boydstun,"Studio City, CA",http://www.thecoop-la.com,150000,15,1000000,4,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,The Coop,4-11,True
True,"Prepackaged, peel-off face paint in a wide variety of designs.",12,Novelties,Doug Marshall,"Tyler, TX",http://www.thegamefacecompany.com,450000,25,1800000,4,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,The Game Face Company,4-12,False
