Ticker,BioNTech,BioNTech,BioNTech,BioNTech,BioNTech,BioNTech,Moderna,Moderna,Moderna,Moderna,Moderna,Moderna,Johnson & Johnson,Johnson & Johnson,Johnson & Johnson,Johnson & Johnson,Johnson & Johnson,Johnson & Johnson,Inovio Pharmaceuticals,Inovio Pharmaceuticals,Inovio Pharmaceuticals,Inovio Pharmaceuticals,Inovio Pharmaceuticals,Inovio Pharmaceuticals,Sinovac,Sinovac,Sinovac,Sinovac,Sinovac,Sinovac,Sinopharm,Sinopharm,Sinopharm,Sinopharm,Sinopharm,Sinopharm,Novavax,Novavax,Novavax,Novavax,Novavax,Novavax,Astrazeneca,Astrazeneca,Astrazeneca,Astrazeneca,Astrazeneca,Astrazeneca
Stock Info,High,Low,Open,Close,Volume,Adj Close,High,Low,Open,Close,Volume,Adj Close,High,Low,Open,Close,Volume,Adj Close,High,Low,Open,Close,Volume,Adj Close,High,Low,Open,Close,Volume,Adj Close,High,Low,Open,Close,Volume,Adj Close,High,Low,Open,Close,Volume,Adj Close,High,Low,Open,Close,Volume,Adj Close
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-10,16.698999404907227,13.010000228881836,16.5,14.239999771118164,2805800,14.239999771118164,14.40999984741211,13.869999885559082,14.130000114440918,14.15999984741211,1343300,14.15999984741211,130.1199951171875,128.6300048828125,128.9499969482422,129.05999755859375,5119700.0,122.50959777832031,2.180000066757202,2.059999942779541,2.0799999237060547,2.1600000858306885,423000,2.1600000858306885,6.46999979019165,6.46999979019165,6.46999979019165,6.46999979019165,0,6.46999979019165,3.25,3.25,3.25,3.25,2800.0,3.0424230098724365,4.559999942779541,4.409999847412109,4.460000038146973,4.480000019073486,216900,4.480000019073486,43.79999923706055,43.15999984741211,43.20000076293945,43.599998474121094,6218200.0,41.256011962890625
2019-10-11,15.34000015258789,13.5,15.34000015258789,13.819999694824219,1364300,13.819999694824219,14.699999809265137,13.989999771118164,14.239999771118164,14.055000305175781,934900,14.055000305175781,132.6199951171875,130.82000732421875,131.13999938964844,131.3300018310547,7161400.0,124.66439056396484,2.2799999713897705,2.180000066757202,2.180000066757202,2.180000066757202,803300,2.180000066757202,6.46999979019165,6.46999979019165,6.46999979019165,6.46999979019165,0,6.46999979019165,3.25,3.25,3.25,3.25,0.0,3.0424230098724365,4.619999885559082,4.46999979019165,4.539999961853027,4.559999942779541,360400,4.559999942779541,44.15999984741211,43.540000915527344,43.7400016784668,43.58000183105469,3842900.0,41.237091064453125
2019-10-14,13.90999984741211,12.524999618530273,13.829999923706055,12.75,899100,12.75,14.270000457763672,13.670000076293945,14.1899995803833,13.930000305175781,954300,13.930000305175781,131.36000061035156,130.4199981689453,131.36000061035156,130.72000122070312,5700000.0,124.0853500366211,2.2100000381469727,2.109999895095825,2.180000066757202,2.130000114440918,286500,2.130000114440918,6.46999979019165,6.46999979019165,6.46999979019165,6.46999979019165,0,6.46999979019165,3.25,3.25,3.25,3.25,0.0,3.0424230098724365,4.880000114440918,4.550000190734863,4.550000190734863,4.690000057220459,371400,4.690000057220459,44.290000915527344,43.81999969482422,43.9900016784668,43.84000015258789,2651700.0,41.48311233520508
2019-10-15,13.0,12.529999732971191,12.989999771118164,12.920000076293945,484700,12.920000076293945,14.449999809265137,13.529999732971191,13.930000305175781,14.329999923706055,1153500,14.329999923706055,134.25,132.10000610351562,133.0,132.83999633789062,10008800.0,126.09777069091797,2.25,2.119999885559082,2.119999885559082,2.240000009536743,530800,2.240000009536743,6.46999979019165,6.46999979019165,6.46999979019165,6.46999979019165,0,6.46999979019165,3.25,3.25,3.25,3.25,0.0,3.0424230098724365,4.880000114440918,4.75,4.869999885559082,4.829999923706055,511600,4.829999923706055,44.279998779296875,43.66999816894531,43.75,44.209999084472656,2230100.0,41.833213806152344
2019-10-16,13.880000114440918,12.609999656677246,13.199999809265137,12.9399995803833,524200,12.9399995803833,14.319999694824219,14.020000457763672,14.270000457763672,14.149999618530273,914100,14.149999618530273,136.58999633789062,133.8000030517578,134.89999389648438,135.1699981689453,12434200.0,128.30950927734375,2.549999952316284,2.2300000190734863,2.240000009536743,2.509999990463257,998400,2.509999990463257,6.46999979019165,6.46999979019165,6.46999979019165,6.46999979019165,0,6.46999979019165,3.25,3.25,3.25,3.25,0.0,3.0424230098724365,4.829999923706055,4.710000038146973,4.800000190734863,4.739999771118164,430100,4.739999771118164,44.029998779296875,43.630001068115234,43.9900016784668,43.790000915527344,1663000.0,41.43579864501953
2019-10-17,13.479999542236328,12.675000190734863,13.239999771118164,13.0,413000,13.0,14.720000267028809,14.149999618530273,14.229999542236328,14.539999961853027,1033900,14.539999961853027,137.49000549316406,135.64999389648438,135.9600067138672,136.1699981689453,8434000.0,129.25875854492188,2.5199999809265137,2.259999990463257,2.509999990463257,2.359999895095825,849000,2.359999895095825,6.46999979019165,6.46999979019165,6.46999979019165,6.46999979019165,0,6.46999979019165,3.2799999713897705,3.2799999713897705,3.2799999713897705,3.2799999713897705,2600.0,3.0705068111419678,4.789999961853027,4.550000190734863,4.78000020980835,4.630000114440918,424500,4.630000114440918,44.36000061035156,43.970001220703125,44.31999969482422,44.130001068115234,2431500.0,41.75752258300781
2019-10-18,14.25,13.300000190734863,13.300000190734863,14.140000343322754,231900,14.140000343322754,14.850000381469727,14.069999694824219,14.5,14.8100004196167,1596400,14.8100004196167,134.38999938964844,127.69999694824219,133.30999755859375,127.69999694824219,25868700.0,121.2186279296875,2.4000000953674316,2.2300000190734863,2.3399999141693115,2.25,522800,2.25,6.46999979019165,6.46999979019165,6.46999979019165,6.46999979019165,0,6.46999979019165,3.2799999713897705,3.2799999713897705,3.2799999713897705,3.2799999713897705,0.0,3.0705068111419678,4.630000114440918,4.380000114440918,4.579999923706055,4.489999771118164,551300,4.489999771118164,44.209999084472656,43.68000030517578,44.18000030517578,43.869998931884766,1650700.0,41.511497497558594
2019-10-21,16.280000686645508,14.819999694824219,14.9399995803833,16.280000686645508,290000,16.280000686645508,15.59000015258789,14.65999984741211,14.899999618530273,15.5,930900,15.5,129.6699981689453,127.05999755859375,128.6699981689453,128.02000427246094,13823600.0,121.52239227294922,2.359999895095825,2.240000009536743,2.2699999809265137,2.319999933242798,422300,2.319999933242798,6.46999979019165,6.46999979019165,6.46999979019165,6.46999979019165,0,6.46999979019165,3.299999952316284,3.299999952316284,3.299999952316284,3.299999952316284,300.0,3.0892293453216553,4.559999942779541,4.360000133514404,4.46999979019165,4.409999847412109,341600,4.409999847412109,43.900001525878906,43.650001525878906,43.869998931884766,43.720001220703125,2389900.0,41.36956024169922
2019-10-22,20.639999389648438,17.049999237060547,17.049999237060547,20.639999389648438,407900,20.639999389648438,16.09000015258789,15.550000190734863,15.5600004196167,15.920000076293945,588500,15.920000076293945,130.5399932861328,128.08999633789062,128.75999450683594,129.1999969482422,7613700.0,122.64249420166016,2.4100000858306885,2.25,2.3399999141693115,2.2699999809265137,501900,2.2699999809265137,6.46999979019165,6.46999979019165,6.46999979019165,6.46999979019165,0,6.46999979019165,3.299999952316284,3.299999952316284,3.299999952316284,3.299999952316284,0.0,3.0892293453216553,4.519999980926514,4.260000228881836,4.420000076293945,4.340000152587891,395900,4.340000152587891,44.470001220703125,43.88999938964844,44.220001220703125,43.91999816894531,2657000.0,41.55880355834961
2019-10-23,21.989999771118164,16.790000915527344,21.950000762939453,17.639999389648438,476600,17.639999389648438,17.010000228881836,16.09000015258789,16.15999984741211,16.899999618530273,1512000,16.899999618530273,130.47999572753906,129.07000732421875,129.66000366210938,129.89999389648438,6693400.0,123.30697631835938,2.3399999141693115,2.2300000190734863,2.2699999809265137,2.319999933242798,355300,2.319999933242798,6.46999979019165,6.46999979019165,6.46999979019165,6.46999979019165,0,6.46999979019165,3.25,3.25,3.25,3.25,3800.0,3.0424230098724365,4.440000057220459,4.170000076293945,4.389999866485596,4.300000190734863,357000,4.300000190734863,44.7400016784668,44.279998779296875,44.5099983215332,44.689998626708984,3684600.0,42.287410736083984
2019-10-24,20.0,17.110000610351562,18.729999542236328,18.850000381469727,269200,18.850000381469727,17.030000686645508,16.049999237060547,16.920000076293945,16.59000015258789,1112100,16.59000015258789,130.5800018310547,126.0999984741211,130.4199981689453,127.5,12111600.0,121.0287857055664,2.369999885559082,2.2699999809265137,2.3399999141693115,2.299999952316284,274400,2.299999952316284,6.46999979019165,6.46999979019165,6.46999979019165,6.46999979019165,0,6.46999979019165,3.25,3.25,3.25,3.25,0.0,3.0424230098724365,4.400000095367432,4.21999979019165,4.309999942779541,4.269999980926514,266400,4.269999980926514,47.310001373291016,46.36000061035156,46.47999954223633,47.25,6002800.0,44.70978546142578
2019-10-25,18.5,16.75,18.5,17.56999969482422,231500,17.56999969482422,17.100000381469727,16.43000030517578,16.729999542236328,17.010000228881836,737000,17.010000228881836,129.10000610351562,127.30999755859375,127.83000183105469,128.35000610351562,6947300.0,121.83563232421875,2.4000000953674316,2.299999952316284,2.3499999046325684,2.369999885559082,516100,2.369999885559082,6.46999979019165,6.46999979019165,6.46999979019165,6.46999979019165,0,6.46999979019165,3.25,3.25,3.25,3.25,0.0,3.0424230098724365,4.5,4.269999980926514,4.269999980926514,4.46999979019165,381700,4.46999979019165,47.720001220703125,47.11000061035156,47.41999816894531,47.66999816894531,2669400.0,45.107200622558594
2019-10-28,18.18000030517578,16.459999084472656,17.079999923706055,16.459999084472656,253000,16.459999084472656,17.149999618530273,16.80900001525879,17.010000228881836,17.030000686645508,652400,17.030000686645508,130.0,128.50999450683594,128.6199951171875,129.17999267578125,7876300.0,122.6235122680664,2.4100000858306885,2.240000009536743,2.369999885559082,2.319999933242798,628800,2.319999933242798,6.46999979019165,6.46999979019165,6.46999979019165,6.46999979019165,0,6.46999979019165,3.430000066757202,3.430000066757202,3.430000066757202,3.430000066757202,300.0,3.2109262943267822,4.760000228881836,4.400000095367432,4.5,4.639999866485596,911300,4.639999866485596,49.0,47.59000015258789,47.689998626708984,47.75,4679800.0,45.18290710449219
