userid, openness, agreeableness, emotional_stability, conscientiousness, extraversion, assigned metric, assigned condition, movie_1, predicted_rating_1, movie_2, predicted_rating_2, movie_3, predicted_rating_3, movie_4, predicted_rating_4, movie_5, predicted_rating_5, movie_6, predicted_rating_6, movie_7, predicted_rating_7, movie_8, predicted_rating_8, movie_9, predicted_rating_9, movie_10, predicted_rating_10, movie_11, predicted_rating_11, movie_12, predicted_rating_12, is_personalized, enjoy_watching 
8e7cebf9a234c064b75016249f2ac65e, 5.0, 2.0, 3.0, 2.5, 6.5, serendipity, high, 77658, 4.41046612292, 95858, 4.27199487448, 115713, 4.61192169162, 26674, 4.45940729651, 93040, 4.14729183906, 117533, 4.09820557659, 108979, 4.06484291919, 112582, 4.14910027961, 120138, 4.24481714323, 121372, 4.39600427991, 127152, 4.12045636772, 95311, 4.05384720242, 4, 4 
77c7d756a093150d4377720abeaeef76, 7.0, 4.0, 6.0, 5.5, 4.0, all, default, 94959, 4.20728005022, 1247, 4.26653971573, 953, 4.2113217973, 2010, 4.40834065512, 1234, 4.09035821385, 5291, 4.20242445998, 106642, 4.11391248186, 1209, 4.09442221285, 56782, 4.01959875273, 5618, 3.96395293757, 969, 4.17418817166, 1232, 4.33487681717, 2, 3 
b7e8a92987a530cc368719a0e60e26a3, 4.0, 3.0, 4.5, 2.0, 2.5, serendipity, medium, 110501, 4.86806426059, 77658, 4.71044351025, 101895, 5.02936033261, 1260, 4.6986023662, 5971, 4.66076923024, 98491, 4.9623194641, 926, 4.70686444134, 1204, 4.64519076591, 2288, 4.82321169499, 3307, 4.67675577401, 1172, 4.64928062126, 1212, 4.74498975327, 2, 2 
92561f21446e017dd6b68b94b23ad5b7, 5.5, 5.5, 4.0, 4.5, 4.0, popularity, medium, 2905, 4.52637147451, 2843, 4.45645134129, 3629, 4.66844386088, 3022, 4.67606689208, 3307, 4.53035968937, 1211, 4.29266005029, 3462, 4.34163421291, 5291, 4.26116621412, 3030, 4.42568918883, 1281, 4.47992090146, 940, 4.35506136509, 905, 4.31792673149, 3, 3 
030001ac2145a938b07e686a35a2d638, 5.5, 5.5, 3.5, 4.5, 2.5, popularity, medium, 2905, 4.52637147451, 2843, 4.45645134129, 3629, 4.66844386088, 3022, 4.67606689208, 3307, 4.53035968937, 1211, 4.29266005029, 3462, 4.34163421291, 5291, 4.26116621412, 3030, 4.42568918883, 1281, 4.47992090146, 940, 4.35506136509, 905, 4.31792673149, 2, 3 
f91b2fb085d0feb47b86fc81b10207ee, 6.0, 3.0, 4.0, 3.5, 1.5, popularity, medium, 2905, 4.52637147451, 2843, 4.45645134129, 3629, 4.66844386088, 3022, 4.67606689208, 3307, 4.53035968937, 1211, 4.29266005029, 3462, 4.34163421291, 5291, 4.26116621412, 3030, 4.42568918883, 1281, 4.47992090146, 940, 4.35506136509, 905, 4.31792673149, 2, 4 
f7b0502be8c86203ce6acaffe59f993a, 4.5, 4.0, 6.0, 5.0, 4.0, diversity, low, 1289, 4.22167317325, 3677, 4.19038300301, 62336, 4.29410691855, 96606, 4.27278611307, 26587, 4.25240478959, 58425, 4.22402150837, 923, 4.23465054258, 8516, 4.20454184743, 1248, 4.16415339033, 1212, 4.15335107331, 2360, 4.20698347094, 5291, 4.15793413382, 3, 4 
36f31ef9879b4de96977aeba94878581, 5.5, 4.5, 6.0, 3.0, 4.0, popularity, low, 109243, 4.30014587027, 103984, 4.08016264779, 96829, 4.06493611014, 7939, 4.37540591531, 73881, 4.02413144815, 85342, 4.04752382681, 7075, 4.15938424436, 8491, 4.27728909199, 116897, 4.10113390554, 117444, 4.13805363349, 117192, 4.16428905488, 117533, 4.2314716825, 4, 4 
653bb2f69ddd19e1cf1f9e1871916d71, 5.0, 5.0, 5.0, 5.0, 3.0, diversity, high, 91658, 5.02128545995, 112552, 4.79642413134, 110102, 4.38382002373, 102445, 4.35852426135, 113573, 4.60979775293, 77658, 4.39343529899, 115210, 4.60892574182, 5944, 4.67023291342, 1035, 4.71079865866, 104241, 4.58764399993, 30749, 4.87053555868, 4886, 4.62264845608, 3, 4 
89d365a0d0f1a80ae8d079079a078155, 6.0, 6.5, 2.0, 2.5, 3.0, diversity, high, 91658, 5.02128545995, 112552, 4.79642413134, 110102, 4.38382002373, 102445, 4.35852426135, 113573, 4.60979775293, 77658, 4.39343529899, 115210, 4.60892574182, 5944, 4.67023291342, 1035, 4.71079865866, 104241, 4.58764399993, 30749, 4.87053555868, 4886, 4.62264845608, 3, 2 
4d92401ed253aab37fa28a68d5d24d87, 6.5, 6.5, 7.0, 5.5, 6.5, serendipity, high, 111921, 4.81590179146, 108727, 4.61995077554, 103235, 4.54952860394, 106441, 4.5083344519, 103606, 4.56686094993, 113741, 4.48838859857, 111387, 4.59463591137, 89678, 4.67947926147, 129514, 4.73735266136, 114554, 4.53729599291, 93988, 4.49562537884, 93006, 4.66124802128, 5, 5 
875afaef12d7872b644948db1bb3040a, 2.5, 6.5, 7.0, 7.0, 4.0, diversity, low, 1263, 4.57979113624, 1090, 4.56186052224, 1299, 4.69906952729, 2329, 4.5540502419, 4034, 4.64103245399, 73344, 4.70927379236, 6016, 4.7944689899, 1276, 4.56542709849, 92535, 4.57975746504, 3424, 4.68447865174, 56782, 4.81108386117, 96829, 4.59805328248, 1, 5 
2507e0e5af7f4c6bef436c8cd0e90bc3, 6.5, 4.0, 2.5, 6.0, 4.0, serendipity, high, 108979, 4.28974095467, 100553, 4.47106226848, 99764, 4.39139590131, 3134, 4.40237985959, 3415, 4.39100553866, 3503, 4.28646600282, 2351, 4.57979519623, 1900, 4.45398389691, 1464, 4.29232278073, 1232, 4.36841631229, 27834, 4.37451013964, 8477, 4.40617367043, 4, 4 
7500db258d55789ef86cbb29ffcb2016, 7.0, 3.0, 2.0, 3.0, 1.5, diversity, high, 104069, 5.04889340602, 95858, 5.03267172945, 104374, 4.50289877912, 92500, 4.40737687508, 107052, 4.71605553617, 106452, 4.1500017447, 77177, 4.74420957656, 108977, 4.39730695224, 103107, 4.45810821156, 82976, 4.72941435982, 96020, 4.81772848467, 120813, 4.73596339745, 1, 4 
4d9071f72df26fe1d04196c8c6bb126e, 5.5, 5.0, 6.5, 5.5, 6.0, popularity, medium, 130518, 4.42859607443, 129514, 4.44322285499, 131724, 4.45208337093, 114635, 4.51073750957, 79008, 4.64481584291, 56251, 4.25639728441, 113240, 4.25469528125, 107410, 4.27949775763, 111130, 4.31598409856, 3007, 4.25059431147, 109487, 4.33567513084, 111436, 4.33961983966, 3, 3 
67fc933eadbe711d020d3f3c2136b087, 6.0, 4.0, 6.0, 3.0, 6.0, popularity, low, 93006, 4.09242421054, 27423, 4.22404124606, 108548, 4.19129111073, 103606, 4.02881326438, 55872, 4.09775697933, 131724, 4.0958443753, 2996, 4.24077695432, 127441, 4.14757799272, 115667, 4.18345927013, 129514, 4.18654738282, 4296, 4.15868861232, 88810, 4.02468442785, 2, 2 
a258fd42676ec2550796eeb1b0028ea0, 5.5, 3.5, 3.0, 6.5, 2.5, serendipity, medium, 100556, 3.94300269981, 52604, 4.08553377999, 44555, 3.61334557958, 97172, 4.45888394166, 101525, 3.76382978046, 1203, 3.6041946523, 5995, 4.03767266657, 904, 3.64375584528, 104879, 4.18706951805, 4262, 4.61954144314, 1193, 3.69369237091, 55765, 4.3079786002, 4, 4 
e0ae9890c58fcfe19c89b45f5871add2, 5.5, 6.0, 4.0, 3.5, 1.5, popularity, low, 108583, 4.03987625624, 82173, 4.22203573356, 97225, 4.10985233021, 95105, 4.0887290936, 55250, 4.30047861727, 48161, 4.66057302121, 94466, 4.13766343719, 42732, 4.58556046366, 96829, 4.00282708154, 68659, 4.38046629166, 48593, 4.25710944729, 103335, 4.00853182298, 4, 4 
